TIMESTAMP,ACTUAL_DELIVERY_MINUTES - ESTIMATED_DELIVERY_MINUTES,ITEM_COUNT,USER_LAT,USER_LONG,VENUE_LAT,VENUE_LONG,ESTIMATED_DELIVERY_MINUTES,ACTUAL_DELIVERY_MINUTES,CLOUD_COVERAGE,TEMPERATURE,WIND_SPEED,PRECIPITATION,CUACA,tanggal,Hari,Jam,distance,VANUE_lOCATION,USER_LOCATION,VANUE,USER
2020-08-01 12:08:00,0,7,60.172,24.947,60.169,24.941,37,37,45.0,20.0,2.9208,0.0,,1,5,12,0.47054487425050295,"60.169, 24.941","60.172, 24.947",VANUE 40,Customer 102
2020-08-01 12:10:00,-3,1,60.16,24.924,60.168,24.935,30,27,45.0,20.0,2.9208,0.0,,1,5,12,1.0777912344093552,"60.168, 24.935","60.16, 24.924",VANUE 36,Customer 103
2020-08-01 12:15:00,13,4,60.186,24.953,60.195,24.956,26,39,45.0,20.0,2.9208,0.0,,1,5,12,1.0144008822547825,"60.195, 24.956","60.186, 24.953",VANUE 68,Customer 104
2020-08-01 12:15:00,19,6,60.193,24.94,60.198,24.931,37,56,45.0,20.0,2.9208,0.0,,1,5,12,0.746010398529002,"60.198, 24.931","60.193, 24.94",VANUE 71,Customer 105
2020-08-01 12:16:00,7,1,60.176,24.937,60.175,24.924,25,32,45.0,20.0,2.9208,0.0,,1,5,12,0.7274773924374431,"60.175, 24.924","60.176, 24.937",VANUE 72,Customer 106
2020-08-01 12:18:00,-7,5,60.184,24.954,60.185,24.961,26,19,45.0,20.0,2.9208,0.0,,1,5,12,0.40266702785587327,"60.185, 24.961","60.184, 24.954",VANUE 30,Customer 32
2020-08-01 12:21:00,-7,3,60.165,24.963,60.171,24.947,35,28,45.0,20.0,2.9208,0.0,,1,5,12,1.1083353274005459,"60.171, 24.947","60.165, 24.963",VANUE 53,Customer 107
2020-08-01 12:25:00,-14,1,60.189,24.956,60.187,24.966,30,16,45.0,20.0,2.9208,0.0,,1,5,12,0.59586764769607,"60.187, 24.966","60.189, 24.956",VANUE 73,Customer 108
2020-08-01 12:27:00,-3,1,60.181,24.925,60.181,24.925,23,20,45.0,20.0,2.9208,0.0,,1,5,12,0.0,"60.181, 24.925","60.181, 24.925",VANUE 57,Customer 109
2020-08-01 12:27:00,-6,1,60.157,24.914,60.152,24.91,29,23,45.0,20.0,2.9208,0.0,,1,5,12,0.5984177281242825,"60.152, 24.91","60.157, 24.914",VANUE 74,Customer 110
2020-08-01 12:28:00,13,5,60.185,24.944,60.194,24.956,23,36,45.0,20.0,2.9208,0.0,,1,5,12,1.2006391948321893,"60.194, 24.956","60.185, 24.944",VANUE 14,Customer 111
2020-08-01 12:29:00,-4,1,60.184,24.961,60.182,24.979,30,26,45.0,20.0,2.9208,0.0,,1,5,12,1.0197578743795188,"60.182, 24.979","60.184, 24.961",VANUE 75,Customer 112
2020-08-01 12:30:00,-3,2,60.188,24.94,60.194,24.956,23,20,45.0,20.0,2.9208,0.0,,1,5,12,1.1078406078938092,"60.194, 24.956","60.188, 24.94",VANUE 14,Customer 113
2020-08-01 12:30:00,-4,3,60.186,24.946,60.188,24.956,25,21,45.0,20.0,2.9208,0.0,,1,5,12,0.5958832697783553,"60.188, 24.956","60.186, 24.946",VANUE 67,Customer 114
2020-08-01 12:33:00,-2,4,60.193,24.957,60.195,24.951,24,22,45.0,20.0,2.9208,0.0,,1,5,12,0.3992911196083003,"60.195, 24.951","60.193, 24.957",VANUE 22,Customer 115
2020-08-01 12:33:00,21,1,60.187,24.918,60.182,24.923,24,45,45.0,20.0,2.9208,0.0,,1,5,12,0.6209060597294621,"60.182, 24.923","60.187, 24.918",VANUE 76,Customer 116
2020-08-01 12:38:00,-7,1,60.163,24.938,60.166,24.931,25,18,45.0,20.0,2.9208,0.0,,1,5,12,0.5111142044534931,"60.166, 24.931","60.163, 24.938",VANUE 77,Customer 117
2020-08-01 12:39:00,-1,1,60.155,24.948,60.169,24.933,29,28,45.0,20.0,2.9208,0.0,,1,5,12,1.7641135833008927,"60.169, 24.933","60.155, 24.948",VANUE 17,Customer 118
2020-08-01 12:41:00,-16,1,60.157,24.915,60.167,24.938,35,19,45.0,20.0,2.9208,0.0,,1,5,12,1.68985850503645,"60.167, 24.938","60.157, 24.915",VANUE 27,Customer 119
2020-08-01 12:47:00,1,3,60.174,24.926,60.169,24.938,28,29,45.0,20.0,2.9208,0.0,,1,5,12,0.865803479292249,"60.169, 24.938","60.174, 24.926",VANUE 15,Customer 120
2020-08-01 12:47:00,-13,4,60.156,24.939,60.158,24.914,32,19,45.0,20.0,2.9208,0.0,,1,5,12,1.401096639077417,"60.158, 24.914","60.156, 24.939",VANUE 78,Customer 121
2020-08-01 12:51:00,14,3,60.164,24.934,60.187,24.963,38,52,45.0,20.0,2.9208,0.0,,1,5,12,3.0187385423379354,"60.187, 24.963","60.164, 24.934",VANUE 69,Customer 122
